Model,TF-IDF_Pre,TF-IDF_Post,TF-IDF_Improvement_%,Embedding_Pre,Embedding_Post,Embedding_Improvement_%
1.7B,0.18781662555755677,0.19122475972330436,1.8146072828377806,0.9001819233600404,0.902428681426342,0.24958933388878643
4B,0.20858989063866404,0.28471781149030123,36.49645753135372,0.9114673931206818,0.9159219946357712,0.4887285654660337
8B,0.2108381245280397,0.28947353615157095,37.2965808719634,0.9177847003955028,0.9219355707538297,0.45227059859880103
